"Border Guard Post","Border crossing","Type of border crossing","Border Guard Unit","Date","Direction to / from Poland","Citizenship (code)","UE / Schengen","Number of persons (checked-in)","Number of people (evacuated)"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","IL","0","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","PT","UE","10","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","BG","UE","4","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","FI","UE","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","GE","0","2","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","NL","UE","2","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","RU","0","3","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","CH","Schengen","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","MD","0","16","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","NO","Schengen","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","UZ","0","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","BE","UE","5","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","DK","UE","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","EE","UE","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","GR","UE","2","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","SK","UE","13","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","KZ","0","4","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","RO","UE","65","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","LT","UE","8","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","LV","UE","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","TR","0","3","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","UA","0","2288","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","AM","0","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","AT","UE","5","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","BP","0","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","CZ","UE","99","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","HU","UE","4","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","IN","0","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","BY","0","7","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","DE","UE","111","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","arrival in Poland","GB","0","5","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","departure from Poland","BE","UE","3","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","departure from Poland","BY","0","10","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","departure from Poland","DE","UE","66","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","departure from Poland","GB","0","7","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","departure from Poland","SE","UE","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","departure from Poland","AT","UE","2","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","departure from Poland","CZ","UE","52","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","departure from Poland","HU","UE","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","departure from Poland","TR","0","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","departure from Poland","DK","UE","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","departure from Poland","RO","UE","24","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","departure from Poland","ES","UE","2","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","departure from Poland","LT","UE","4","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","departure from Poland","FR","0","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","departure from Poland","IT","UE","2","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","departure from Poland","MD","0","5","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","departure from Poland","NL","UE","2","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","departure from Poland","SI","UE","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","departure from Poland","RU","0","3","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","departure from Poland","PT","UE","3","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-01-02","departure from Poland","UA","0","2158","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-01-02","arrival in Poland","FR","0","5","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-01-02","arrival in Poland","RO","UE","1","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-01-02","arrival in Poland","US","0","1","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-01-02","arrival in Poland","BY","0","5","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-01-02","arrival in Poland","DE","UE","8","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-01-02","arrival in Poland","NL","UE","4","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-01-02","arrival in Poland","UA","0","415","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-01-02","arrival in Poland","RU","0","1","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-01-02","departure from Poland","BY","0","1","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-01-02","departure from Poland","DE","UE","2","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-01-02","departure from Poland","NO","Schengen","1","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-01-02","departure from Poland","FR","0","1","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-01-02","departure from Poland","IT","UE","1","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-01-02","departure from Poland","AU","0","1","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-01-02","departure from Poland","UA","0","371","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-01-02","departure from Poland","US","0","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","arrival in Poland","IT","UE","4","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","arrival in Poland","LV","UE","2","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","arrival in Poland","FR","0","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","arrival in Poland","HU","UE","5","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","arrival in Poland","MD","0","5","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","arrival in Poland","DE","UE","47","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","arrival in Poland","LT","UE","5","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","arrival in Poland","RU","0","3","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","arrival in Poland","UA","0","2322","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","arrival in Poland","CZ","UE","6","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","arrival in Poland","PT","UE","8","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","arrival in Poland","BY","0","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","arrival in Poland","GB","0","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","arrival in Poland","KZ","0","2","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","arrival in Poland","NL","UE","2","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","arrival in Poland","AT","UE","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","arrival in Poland","SK","UE","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","arrival in Poland","BE","UE","4","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","arrival in Poland","EE","UE","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","arrival in Poland","RO","UE","57","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","arrival in Poland","US","0","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","arrival in Poland","XB","0","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","departure from Poland","HU","UE","3","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","departure from Poland","RO","UE","8","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","departure from Poland","US","0","2","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","departure from Poland","AT","UE","6","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","departure from Poland","CZ","UE","6","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","departure from Poland","BE","UE","2","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","departure from Poland","XB","0","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","departure from Poland","AZ","0","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","departure from Poland","DE","UE","17","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","departure from Poland","UA","0","1311","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","departure from Poland","IT","UE","5","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","departure from Poland","RU","0","2","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","departure from Poland","BG","UE","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","departure from Poland","MD","0","12","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","departure from Poland","LV","UE","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-01-02","departure from Poland","PT","UE","5","0"
"Kroscienko","Kroscienko-Smolnica","road","Bieszczadzki","2022-01-02","arrival in Poland","IT","UE","1","0"
"Kroscienko","Kroscienko-Smolnica","road","Bieszczadzki","2022-01-02","arrival in Poland","RU","0","2","0"
"Kroscienko","Kroscienko-Smolnica","road","Bieszczadzki","2022-01-02","arrival in Poland","DE","UE","5","0"
"Kroscienko","Kroscienko-Smolnica","road","Bieszczadzki","2022-01-02","arrival in Poland","CZ","UE","6","0"
"Kroscienko","Kroscienko-Smolnica","road","Bieszczadzki","2022-01-02","arrival in Poland","UA","0","157","0"
"Kroscienko","Kroscienko-Smolnica","road","Bieszczadzki","2022-01-02","arrival in Poland","MD","0","1","0"
"Kroscienko","Kroscienko-Smolnica","road","Bieszczadzki","2022-01-02","departure from Poland","UA","0","127","0"
"Kroscienko","Kroscienko-Smolnica","road","Bieszczadzki","2022-01-02","departure from Poland","RO","UE","1","0"
"Kroscienko","Kroscienko-Smolnica","road","Bieszczadzki","2022-01-02","departure from Poland","DE","UE","1","0"
"Kroscienko","Kroscienko-Smolnica","road","Bieszczadzki","2022-01-02","departure from Poland","SK","UE","7","0"
"Kroscienko","Kroscienko-Smolnica","road","Bieszczadzki","2022-01-02","departure from Poland","CZ","UE","3","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-01-02","arrival in Poland","CZ","UE","6","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-01-02","arrival in Poland","PT","UE","3","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-01-02","arrival in Poland","RO","UE","8","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-01-02","arrival in Poland","RU","0","1","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-01-02","arrival in Poland","DE","UE","16","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-01-02","arrival in Poland","IT","UE","4","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-01-02","arrival in Poland","LV","UE","1","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-01-02","arrival in Poland","UA","0","708","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-01-02","departure from Poland","DE","UE","4","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-01-02","departure from Poland","UA","0","381","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-01-02","departure from Poland","MD","0","1","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-01-02","departure from Poland","PT","UE","3","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-01-02","departure from Poland","BY","0","1","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-01-02","departure from Poland","RO","UE","5","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-01-02","departure from Poland","SK","UE","1","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-01-02","arrival in Poland","LT","UE","8","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-01-02","arrival in Poland","LV","UE","2","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-01-02","arrival in Poland","RO","UE","3","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-01-02","arrival in Poland","DE","UE","2","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-01-02","arrival in Poland","UA","0","105","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-01-02","departure from Poland","CZ","UE","1","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-01-02","departure from Poland","UA","0","221","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-01-02","departure from Poland","LV","UE","2","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-01-02","departure from Poland","DE","UE","1","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-01-02","departure from Poland","IE","UE","1","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-01-02","departure from Poland","NL","UE","3","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","arrival in Poland","BE","UE","3","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","arrival in Poland","DK","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","arrival in Poland","EE","UE","3","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","arrival in Poland","GR","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","arrival in Poland","NN","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","arrival in Poland","TJ","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","arrival in Poland","LV","UE","5","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","arrival in Poland","BY","0","10","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","arrival in Poland","DE","UE","28","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","arrival in Poland","GB","0","2","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","arrival in Poland","TR","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","arrival in Poland","UA","0","1823","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","arrival in Poland","FR","0","4","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","arrival in Poland","GE","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","arrival in Poland","IT","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","arrival in Poland","MD","0","2","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","arrival in Poland","RO","UE","13","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","arrival in Poland","LT","UE","9","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","arrival in Poland","PT","UE","2","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","arrival in Poland","CZ","UE","2","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","arrival in Poland","NL","UE","7","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","arrival in Poland","RU","0","2","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","departure from Poland","LT","UE","5","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","departure from Poland","LV","UE","5","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","departure from Poland","SK","UE","2","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","departure from Poland","JO","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","departure from Poland","NL","UE","2","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","departure from Poland","UA","0","1252","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","departure from Poland","BE","UE","2","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","departure from Poland","BY","0","7","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","departure from Poland","DE","UE","16","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","departure from Poland","NN","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","departure from Poland","RU","0","4","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","departure from Poland","IT","UE","2","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","departure from Poland","MD","0","3","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","departure from Poland","AZ","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","departure from Poland","DK","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","departure from Poland","EE","UE","5","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","departure from Poland","GR","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-01-03","departure from Poland","RO","UE","3","0"
